-8.92216,301.852
-8.92216,301.852
-8.92216,301.852
-8.92216,301.852
-8.92213,301.849
-8.92177,301.803
-8.9126,300.645
-8.82021,288.991
-8.6317,265.273
-8.383,234.105
-8.09746,198.495
-7.77971,159.091
-7.43292,116.36
-7.06051,70.7955
-6.66579,22.8804
-6.252,-26.9233
-5.82218,-78.1726
-5.37935,-130.438
-4.92647,-183.302
-4.46642,-236.357
-4.00209,-289.203
-3.53635,-341.445
-3.07205,-392.694
-2.61205,-442.56
-2.15922,-490.657
-1.71643,-536.596
-1.28657,-579.981
-0.872573,-620.408
-0.477374,-657.458
-0.103988,-690.682
0.244484,-719.594
0.564782,-743.624
0.853319,-762.084
1.10575,-774.011
1.31524,-777.909
1.46508,-771.768
1.53795,-756.634
1.55013,-735.514
1.5182,-709.809
1.45144,-680.24
1.35592,-647.371
1.23634,-611.704
1.09662,-573.692
0.940196,-533.76
0.770142,-492.307
0.589279,-449.72
0.400227,-406.366
0.205437,-362.607
0.00722667,-318.796
-0.192195,-275.279
-0.390707,-232.396
-0.586257,-190.484
-0.776867,-149.881
-0.960555,-110.921
-1.13538,-73.9436
-1.29939,-39.2925
-1.45056,-7.32247
-1.58676,21.5946
-1.70573,47.0589
-1.80489,68.624
-1.88113,85.7619
-1.93045,97.7932
-1.94696,103.737
-1.92187,102.093
-1.85182,92.1791
-1.74943,76.2113
-1.62349,55.958
-1.4774,32.2038
-1.3135,5.48309
-1.13382,-23.7449
-0.940335,-55.0627
-0.734896,-88.0787
-0.51933,-122.417
-0.29548,-157.715
-0.0652171,-193.616
0.169576,-229.767
0.406947,-265.816
0.644877,-301.412
0.881309,-336.205
1.11409,-369.838
1.341,-401.952
1.55974,-432.179
1.76791,-460.144
1.96302,-485.457
2.14247,-507.708
2.30352,-526.455
2.44324,-541.213
2.55841,-551.421
2.64533,-556.385
2.69934,-555.17
2.7137,-546.313
2.678,-527.609
2.59323,-500.318
2.4802,-469.014
2.34932,-434.914
2.20532,-398.323
2.05212,-359.615
1.89344,-319.217
1.73277,-277.558
1.57337,-235.063
1.41838,-192.154
1.27079,-149.25
1.13345,-106.762
1.00914,-65.0989
0.900549,-24.6671
0.810299,14.1294
0.74098,50.8881
0.695143,85.2046
0.675421,116.672
0.684452,144.876
0.725097,169.391
0.800402,189.769
0.913873,205.529
1.06962,216.135
1.27279,220.954
1.5304,219.197
1.85182,209.807
2.2488,191.405
2.71931,163.327
3.22331,128.195
3.73319,88.9205
4.24719,46.5639
4.76734,1.58287
5.29398,-45.6224
5.82661,-94.6574
6.36411,-145.135
6.90493,-196.675
7.44762,-248.91
7.99042,-301.474
8.53139,-354.012
9.06876,-406.167
9.60058,-457.589
10.1248,-507.93
10.6392,-556.839
11.1419,-603.966
11.6305,-648.955
12.1028,-691.448
12.5564,-731.075
12.989,-767.453
13.3979,-800.182
13.7806,-828.829
14.1341,-852.924
14.4554,-871.918
14.741,-885.148
14.9868,-891.738
15.1873,-890.394
15.3328,-878.898
15.4031,-855.432
15.3949,-824.641
15.3326,-789.562
15.2303,-750.763
15.0957,-708.622
14.9345,-663.572
14.7511,-616.04
14.5498,-566.447
14.3343,-515.197
14.108,-462.686
13.8742,-409.304
13.636,-355.436
13.3966,-301.462
13.1588,-247.761
12.9257,-194.711
12.7001,-142.693
12.485,-92.0879
12.2833,-43.2815
12.098,3.33345
11.9325,47.3549
11.79,88.3666
11.6742,125.932
11.589,159.582
11.5393,188.8
11.5308,212.989
11.5711,231.411
11.6706,243.067
11.8438,246.492
12.0967,240.235
12.4036,225.434
12.745,204.447
13.1164,178.597
13.5163,148.665
13.943,115.263
14.3942,78.9238
14.8679,40.1364
15.3619,-0.639867
15.8741,-42.9666
16.4021,-86.4184
16.9437,-130.58
17.4966,-175.046
18.0583,-219.412
18.6268,-263.281
19.1994,-306.257
19.774,-347.942
20.3482,-387.938
20.9198,-425.843
21.4865,-461.243
22.0464,-493.711
22.5977,-522.792
23.139,-547.993
23.6693,-568.745
24.1886,-584.345
24.6983,-593.829
25.1973,-595.729
25.6561,-588.67
26.0305,-574.236
26.3334,-554.709
26.5861,-531.198
26.8015,-504.373
26.9878,-474.779
27.1511,-442.903
27.2961,-409.193
27.427,-374.068
27.5473,-337.93
27.6604,-301.163
27.769,-264.142
27.8762,-227.228
27.9845,-190.777
28.0963,-155.137
28.2142,-120.654
28.3407,-87.6667
28.4779,-56.5153
28.6284,-27.5414
28.7948,-1.09099
28.9797,22.4788
29.1862,42.7929
29.4178,59.4458
29.6788,71.9783
29.9747,79.841
30.314,82.3117
30.7095,78.3189
31.181,66.1267
31.7138,44.9801
32.2296,18.8504
32.724,-10.2203
33.211,-41.8631
33.6965,-75.7799
34.1829,-111.627
34.6707,-149.056
35.1598,-187.726
35.6495,-227.302
36.1392,-267.455
36.6277,-307.857
37.1139,-348.184
37.5965,-388.111
38.0738,-427.314
38.5445,-465.464
39.007,-502.23
39.4593,-537.275
39.8997,-570.255
40.3264,-600.818
40.7372,-628.595
41.1302,-653.199
41.5031,-674.22
41.8538,-691.206
42.1798,-703.649
42.4787,-710.951
42.7478,-712.354
42.984,-706.821
43.1829,-692.79
43.3353,-668.304
43.4247,-635.132
43.4578,-597.617
43.4521,-557.035
43.4184,-513.707
43.3638,-467.981
43.294,-420.26
43.2139,-370.957
43.1281,-320.489
43.0406,-269.272
42.9554,-217.723
42.8761,-166.259
42.8064,-115.297
42.7501,-65.2562
42.7105,-16.5601
42.6915,30.3667
42.6963,75.0928
42.7289,117.18
42.793,156.179
42.8929,191.625
43.0331,223.029
43.2188,249.865
43.4561,271.549
43.7531,287.401
44.1203,296.571
44.573,297.898
45.1322,289.706
45.7995,270.558
46.5066,242.736
47.2156,209.386
47.9304,171.756
48.6564,130.467
49.3955,86.0432
50.1479,38.9744
50.9126,-10.2778
51.6886,-61.2732
52.4742,-113.588
53.2678,-166.811
54.0674,-220.542
54.8714,-274.388
55.6778,-327.961
56.4845,-380.879
57.2897,-432.761
58.0913,-483.228
58.8873,-531.9
59.6759,-578.393
60.4551,-622.315
61.2231,-663.267
61.9785,-700.826
62.7196,-734.543
63.4458,-763.929
64.1565,-788.407
64.8529,-807.273
65.5378,-819.537
66.2153,-823.632
66.8604,-817.436
67.3891,-802.124
67.8092,-780.741
68.1551,-754.647
68.4463,-724.539
68.6942,-690.977
68.9064,-654.45
69.0888,-615.404
69.2467,-574.257
69.3838,-531.404
69.5039,-487.224
69.6116,-442.083
69.7087,-396.341
69.7995,-350.348
69.8861,-304.452
69.9726,-258.995
70.061,-214.318
70.1541,-170.762
70.2551,-128.669
70.3673,-88.3859
70.4933,-50.2651
70.6369,-14.6717
70.8016,18.0125
70.9927,47.3767
71.2144,72.9652
71.474,94.2452
71.7804,110.547
72.1461,120.944
72.5792,124.156
73.0612,119.45
73.5551,108.109
74.0562,91.7093
74.567,71.199
75.09,47.2112
75.627,20.2594
76.1766,-9.20469
76.7397,-40.7646
77.3158,-74.0256
77.9026,-108.606
78.4993,-144.132
79.1054,-180.235
79.7195,-216.548
80.3396,-252.705
80.9642,-288.337
81.5919,-323.074
82.2209,-356.54
82.8505,-388.35
83.4779,-418.11
84.1028,-445.413
84.7228,-469.828
85.338,-490.892
85.9467,-508.089
86.5509,-520.821
87.152,-528.334
87.7533,-529.577
88.3612,-522.944
88.9499,-507.126
89.4506,-484.693
89.8728,-458.162
90.2425,-428.376
90.5771,-395.831
90.8853,-360.993
91.1747,-324.314
91.45,-286.23
91.7179,-247.161
91.9809,-207.522
92.2428,-167.714
92.5085,-128.134
92.7802,-89.1739
93.0623,-51.2207
93.3566,-14.6597
93.6668,20.1266
93.9967,52.755
94.3483,82.8385
94.7259,109.984
95.1335,133.786
95.5742,153.817
96.0537,169.618
96.5779,180.676
97.1551,186.385
97.794,185.989
98.5101,178.476
99.3172,162.567
100.2,137.781
101.088,106.493
101.951,71.1417
102.795,32.6656
103.631,-8.47551
104.462,-51.8872
105.293,-97.1878
106.122,-144.008
106.95,-191.985
107.779,-240.767
108.606,-290.006
109.431,-339.36
110.253,-388.488
111.072,-437.051
111.884,-484.712
112.691,-531.13
113.489,-575.963
114.277,-618.867
115.055,-659.486
115.82,-697.461
116.57,-732.415
117.305,-763.954
118.022,-791.656
118.721,-815.058
119.4,-833.633
120.058,-846.755
120.696,-853.626
121.315,-853.13
121.914,-843.607
122.47,-823.566
122.93,-795.297
123.295,-761.897
123.591,-724.464
123.836,-683.506
124.041,-639.474
124.214,-592.804
124.361,-543.917
124.489,-493.221
124.601,-441.116
124.702,-387.997
124.798,-334.257
124.89,-280.284
124.984,-226.468
125.083,-173.203
125.192,-120.881
125.314,-69.9041
125.452,-20.6761
125.613,26.3873
125.8,70.8589
126.017,112.294
126.271,150.221
126.568,184.134
126.916,213.463
127.325,237.544
127.808,255.536
128.384,266.28
129.068,268.181
129.827,260.401
130.604,244.644
131.386,222.859
132.18,196.16
132.991,165.288
133.82,130.841
134.668,93.3458
135.533,53.285
136.415,11.1132
137.313,-32.7347
138.226,-77.8376
139.151,-123.785
140.088,-170.174
141.036,-216.605
141.991,-262.684
142.954,-308.019
143.922,-352.216
144.894,-394.879
145.869,-435.61
146.846,-473.999
147.824,-509.62
148.804,-542.024
149.786,-570.719
150.773,-595.147
151.77,-614.609
152.782,-628.164
153.807,-634.422
154.782,-632.244
155.641,-622.714
156.398,-607.636
157.078,-588.129
157.701,-564.908
158.279,-538.536
158.821,-509.5
159.331,-478.238
159.818,-445.159
160.285,-410.649
160.735,-375.08
161.174,-338.81
161.605,-302.188
162.029,-265.557
162.452,-229.252
162.877,-193.606
163.305,-158.947
163.741,-125.604
164.187,-93.9072
164.647,-64.1882
165.124,-36.7878
165.623,-12.0595
166.149,9.6234
166.706,27.8535
167.301,42.1694
167.944,52.0191
168.645,56.7049
169.415,55.3409
170.245,47.177
171.09,32.733
171.917,13.5132
172.725,-9.3996
173.524,-35.3687
174.318,-63.9277
175.11,-94.6738
